티커,BPS,PER,PBR,EPS,DIV,DPS,ticker,sector
031310,5581,0.0,0.76,0,0.0,0,031310,2001/2004/2015/2043/2157/2183
185490,1634,0.0,8.45,0,0.0,0,185490,2001/2004/2012/2184
059100,4061,0.0,1.41,0,0.0,0,059100,2001/2004/2015/2043/2160/2182
262840,1586,35.28,9.46,425,0.67,100,262840,2001/2015/2042/2155/2182
175250,12658,0.0,3.5,0,0.0,0,175250,2001/2003/2024/2066/2184
052460,2209,0.0,2.47,0,0.0,0,052460,2001/2004/2015/2042/2156/2183
119830,5276,0.0,1.53,0,0.0,0,119830,2001/2004/2015/2043/2159/2182
052770,501,0.0,6.35,0,0.0,0,052770,2001/2004/2015/2042/2154
124500,1882,278.5,3.11,21,0.0,0,124500,2001/2004/2015/2042/2156/2183
084850,11668,19.53,3.72,2220,0.0,0,084850,2001/2002/2015/2043/2159/2182/2203/2216
027360,1412,31.9,3.09,137,0.8,35,027360,2001/2003/2031/2182
032080,4437,11.06,0.58,231,0.0,0,032080,2001/2004/2024/2058/2182
013310,5499,9.24,0.71,421,0.0,0,013310,2001/2004/2024/2075/2181
059120,4198,30.2,1.82,253,1.31,100,059120,2001/2004/2015/2043/2159/2182
158430,10518,0.0,2.27,0,0.0,0,158430,2001/2004/2015/2042/2155/2182
067160,10346,24.2,7.4,3164,0.72,550,067160,2001/2002/2015/2042/2155/2181/2203/2218
001540,11366,57.9,1.13,221,1.72,220,001540,2001/2004/2024/2066/2181
053800,20539,37.03,3.97,2204,1.1,900,053800,2001/2002/2015/2042/2155/2181/2203/2216
065660,7607,0.0,6.78,0,0.0,0,065660,2001/2003/2027/2184/2203/2217
297570,953,0.0,4.6,0,0.0,0,297570,2001/2004/2015/2043/2157/2182
260660,6969,11.77,1.7,1007,1.69,200,260660,2001/2004/2024/2066/2181
131370,1163,51.34,7.33,166,0.23,20,131370,2001/2003/2015/2042/2154/2182/2203/2216
140670,4310,565.5,2.1,16,0.0,0,140670,2001/2004/2015/2043/2160/2183
096610,6140,0.0,0.91,0,0.23,13,096610,2001/2004/2015/2043/2159/2183
061040,6140,0.0,1.3,0,0.0,0,061040,2001/2003/2015/2043/2157/2183
148250,4500,129.2,3.88,135,0.29,50,148250,2001/2004/2015/2043/2158/2182
347860,997,0.0,33.1,0,0.0,0,347860,2001/2015/2042/2155/2184
196170,2519,0.0,59.56,0,0.0,0,196170,2001/2002/2012/2184/2203/2217
123750,1245,0.0,4.66,0,0.0,0,123750,2001/2004/2024/2075/2183
085810,2931,0.0,0.59,0,0.0,0,085810,2001/2004/2015/2042/2155/2183
117670,3815,0.0,1.26,0,0.0,0,117670,2001/2004/2015/2043/2159/2183
291650,924,0.0,24.08,0,0.0,0,291650,2001/2003/2012/2184
293780,6907,0.0,7.3,0,0.0,0,293780,2001/2003/2012/2184
196300,2989,0.0,5.12,0,0.0,0,196300,2001/2004/2024/2066/2184
310200,1881,0.0,0.83,0,0.0,0,310200,2001/2004/2037/2183
205500,489,0.0,5.3,0,0.0,0,205500,2001/2004/2015/2042/2154/2183
052790,10423,4.49,0.82,1897,0.0,0,052790,2001/2004/2015/2042/2154/2183
131400,2215,0.0,2.09,0,0.0,0,131400,2001/2004/2015/2043/2160/2182
290740,7578,6.41,1.25,1484,2.1,200,290740,2001/2004/2015/2043/2160/2181
238090,2185,0.0,1.95,0,0.0,0,238090,2001/2003/2024/2067/2182
092600,2028,0.0,2.77,0,0.0,0,092600,2001/2004/2015/2043/2159/2182
129890,1337,44.78,19.27,575,0.0,0,129890,2001/2015/2043/2158/2183
174900,2337,171.8,13.16,179,0.0,0,174900,2001/2003/2024/2066/2184
255440,11536,10.31,1.12,1256,1.16,150,255440,2001/2004/2015/2043/2160/2181
030960,11820,1.45,1.07,8787,0.39,50,030960,2001/2004/2024/2063/2183
102120,5175,15.52,2.44,815,1.58,200,102120,2001/2003/2015/2043/2159/2181
238120,2918,478.2,2.62,16,0.0,0,238120,2001/2004/2024/2074/2184
019990,4106,132.8,1.65,51,0.74,50,019990,2001/2004/2024/2070/2183
041440,10599,87.7,0.54,65,0.7,40,041440,2001/2004/2024/2070/2181
038680,4474,17.2,1.57,408,1.71,120,038680,2001/2004/2015/2042/2156/2181
217480,4047,0.0,1.23,0,0.0,0,217480,2001/2004/2024/2065/2183
121890,1021,0.0,0.72,0,0.0,0,121890,2001/2004/2015/2043/2158
097780,950,0.0,1.48,0,0.0,0,097780,2001/2003/2015/2043/2160/2183
042110,2083,0.0,0.71,0,1.01,15,042110,2001/2004/2024/2072/2181
298060,1704,0.0,19.42,0,0.0,0,298060,2001/2003/2024/2066/2184
065420,178,0.0,3.59,0,0.0,0,065420,2001/2004
103230,5410,0.0,0.46,0,0.0,0,103230,2001/2004/2024/2070
101490,4489,61.28,7.21,528,0.15,50,101490,2001/2002/2015/2043/2159/2181/2203/2216
095910,7431,0.0,0.81,0,0.83,50,095910,2001/2004/2015/2043/2160/2183
275630,4265,29.84,1.36,194,0.0,0,275630,2001/2004/2015/2042/2155/2182
031330,2383,6.79,1.08,380,5.43,140,031330,2001/2003/2027/2181
060540,3231,6.66,0.73,355,2.11,50,060540,2001/2004/2015/2043/2157/2183
056190,24380,10.59,1.71,3939,2.53,1056,056190,2001/2002/2024/2070/2181/2203/2213
080000,3362,18.31,1.23,226,0.0,0,080000,2001/2004/2024/2070/2181
041510,18944,0.0,1.62,0,0.0,0,041510,2001/2002/2037/2181/2203/2218
007820,3919,31.66,1.85,229,0.97,70,007820,2001/2004/2024/2070/2182
109610,3489,0.0,1.2,0,0.0,0,109610,2001/2004/2024/2068/2183
306040,7047,11.92,3.09,1824,1.84,400,306040,2001/2004/2024/2058/2182
080440,997,0.0,0.5,0,0.0,0,080440,2001/2004/2027
096630,1383,0.0,1.54,0,0.0,0,096630,2001/2004/2015/2043/2160/2181
069510,14115,5.16,0.75,2045,5.69,600,069510,2001/2004/2024/2072/2181
041910,8633,8.36,1.26,1304,0.92,100,041910,2001/2004/2024/2066/2182
234300,1967,0.0,2.95,0,0.0,0,234300,2001/2004/2015/2042/2155/2183
039440,10548,12.3,1.78,1529,1.33,250,039440,2001/2003/2015/2043/2159/2181
098660,2810,9.7,0.93,270,4.58,120,098660,2001/2004/2024/2058/2183
052020,1029,0.0,10.79,0,0.0,0,052020,2001/2003/2015/2043/2160/2183/2203/2216
237690,16132,0.0,4.79,0,0.0,0,237690,2001/2002/2024/2066/2181/2203/2217
050760,3429,7.89,1.57,684,0.93,50,050760,2001/2004/2024/2065/2183
288620,5422,125.3,6.08,263,0.15,50,288620,2001/2003/2024/2072/2182
317830,3737,31.56,1.79,212,0.3,20,317830,2001/2004/2024/2070/2182
058610,6336,24.66,1.44,370,1.1,100,058610,2001/2004/2015/2043/2160/2181
043340,385,0.0,3.14,0,0.0,0,043340,2001/2004/2024/2070/2183
054630,683,0.0,1.99,0,0.0,0,054630,2001/2004/2024/2077/2182
200710,5518,32.3,4.7,803,0.0,0,200710,2001/2003/2015/2043/2159/2181
096690,13630,19.34,0.5,350,0.0,0,096690,2001/2004/2015/2043/2158/2182
298380,2914,0.0,7.41,0,0.0,0,298380,2001/2002/2024/2066/2184/2203/2217
195990,731,0.0,1.22,0,0.0,0,195990,2001/2003/2024/2070/2183
003800,42247,9.99,0.98,4130,2.67,1100,003800,2001/2003/2024/2077/2181
088800,2275,0.0,8.95,0,0.0,0,088800,2001/2002/2015/2043/2157/2183/2203/2216
241840,4143,0.0,10.0,0,0.0,0,241840,2001/2003/2037/2183
138360,1588,0.0,2.82,0,0.0,0,138360,2001/2004/2024/2065
039230,483,0.0,0.37,0,0.0,0,039230,2001/2004/2015/2043/2159
312610,3523,31.62,2.76,307,1.03,100,312610,2001/2004/2024/2072/2183
102210,1517,0.0,0.73,0,0.0,0,102210,2001/2004/2024/2075
072990,7129,14.47,1.77,874,0.24,30,072990,2001/2004/2012/2182
176440,695,0.0,2.76,0,0.0,0,176440,2001/2004/2015/2043/2160
028300,3835,0.0,20.3,0,0.0,0,028300,2001/2002/2024/2075/2183/2203/2215
067630,7094,0.0,3.21,0,0.0,0,067630,2001/2002/2012/2183/2203/2217
047920,1293,464.8,12.22,34,0.0,0,047920,2001/2003/2012/2184
043220,425,67.7,2.39,15,0.0,0,043220,2001/2004/2024/2070/2183
239610,15065,11.11,2.74,3722,0.97,400,239610,2001/2003/2024/2056/2181/2203/2214
353070,0,0.0,0.0,0,0.0,0,353070,2001/2004/2031
353060,0,0.0,0.0,0,0.0,0,353060,2001/2031
044780,2642,38.88,0.66,45,0.0,0,044780,2001/2004/2024/2070/2182
071670,7007,106.2,2.2,145,0.0,0,071670,2001/2004/2024/2070/2183
045660,9141,42.1,3.63,789,0.3,100,045660,2001/2003/2015/2043/2158/2181
224110,9164,54.78,2.87,480,0.0,0,224110,2001/2004/2015/2043/2158/2182
230980,841,0.0,6.98,0,0.0,0,230980,2001/2004/2024/2063/2182
021080,1660,18.94,1.61,141,1.87,50,021080,2001/2004/2031/2183
089530,444,0.0,1.37,0,0.0,0,089530,2001/2004/2015/2043/2159/2183
200470,3459,28.28,1.95,239,0.0,0,200470,2001/2004/2015/2043/2159/2182
073070,2250,0.0,0.9,0,0.0,0,073070,2001/2004/2024/2075
262260,3866,25.73,10.27,1543,0.0,0,262260,2001/2003/2024/2072/2182
109960,1178,0.0,0.55,0,0.0,0,109960,2001/2004/2027/2183
089970,2561,31.62,8.1,656,0.0,0,089970,2001/2003/2024/2070/2181
230240,6753,236.6,3.01,86,0.0,0,230240,2001/2003/2024/2072/2183
064510,855,0.0,1.75,0,0.0,0,064510,2001/2004/2024/2070/2184
230360,3293,27.28,8.08,975,2.52,670,230360,2001/2002/2012/2182/2203/2218
038870,5355,13.68,1.58,620,0.0,0,038870,2001/2004/2012/2183
128540,4556,56.06,0.94,76,0.0,0,128540,2001/2004/2024/2075/2182
086520,12226,66.06,5.11,946,0.48,300,086520,2001/2002/2015/2043/2160/2181/2203/2212
247540,18010,98.06,9.53,1750,0.09,150,247540,2001/2002/2024/2072/2181/2203/2213
038110,4274,0.0,0.5,0,1.41,30,038110,2001/2004/2024/2075/2183
073540,2742,0.0,1.81,0,0.0,0,073540,2001/2004/2015/2043/2157/2182
064850,3067,27.38,2.55,286,0.89,70,064850,2001/2004/2012/2183
064090,423,0.0,1.14,0,0.0,0,064090,2001/2004/2027/2183
036810,5592,30.6,5.48,1002,0.26,80,036810,2001/2003/2015/2043/2159/2181
173940,4622,0.0,1.23,0,0.0,0,173940,2001/2004/2037/2183
083500,6180,59.4,1.94,202,0.0,0,083500,2001/2004/2024/2070/2182
054940,1570,0.0,0.99,0,0.0,0,054940,2001/2004/2026/2183
205100,1958,30.56,2.23,143,0.0,0,205100,2001/2004/2015/2042/2155/2182
070300,3165,27.48,1.52,175,0.0,0,070300,2001/2004/2015/2042/2155
092870,7266,0.0,1.91,0,0.47,65,092870,2001/2004/2015/2043/2159/2182
317870,2897,55.47,3.04,159,0.0,0,317870,2001/2004/2024/2077/2184
067570,4904,17.25,1.28,364,0.8,50,067570,2001/2004/2024/2075/2183
236810,0,142.8,0.0,159,0.0,0,236810,2001/2012/2184
101400,580,0.0,1.4,0,0.0,0,101400,2001/2004/2015/2043/2159
217820,3288,14.65,3.09,693,0.79,80,217820,2001/2004/2024/2070/2182
031860,952,0.0,1.51,0,0.0,0,031860,2001/2004/2027/2183
310840,0,0.0,0.0,0,0.0,0,310840,2001/2004/2031
353190,0,0.0,0.0,0,0.0,0,353190,2001/2004/2031
359090,0,0.0,0.0,0,0.0,0,359090,2001/2004/2031
365590,0,0.0,0.0,0,0.0,0,365590,2001/2031
265740,2829,17.77,6.22,991,0.0,0,265740,2001/2024/2065/2183
354200,398,0.0,40.1,0,0.0,0,354200,2001/2012/2184
208860,955,0.0,7.11,0,0.0,0,208860,2001/2004/2015/2042/2155
183490,9036,0.0,11.52,0,0.0,0,183490,2001/2002/2024/2066/2184/2203/2217
182400,3408,0.0,5.66,0,0.0,0,182400,2001/2002/2024/2066/2184/2203/2217
069410,4116,38.9,1.92,203,0.0,0,069410,2001/2004/2015/2042/2155/2182
227950,1138,0.0,1.96,0,0.0,0,227950,2001/2003/2024/2070/2182
198080,3492,3.38,1.13,1167,0.0,0,198080,2001/2004/2015/2043/2160/2183
048830,2153,0.0,0.94,0,1.49,30,048830,2001/2004/2024/2065/2183
096870,1480,0.0,2.81,0,0.0,0,096870,2001/2004/2015/2043/2159/2182
061970,3419,17.94,3.9,744,0.37,50,061970,2001/2003/2015/2043/2159/2181/2203/2216
138690,2625,0.0,1.94,0,0.0,0,138690,2001/2004/2015/2043/2159
290650,2635,91.06,11.44,331,0.33,100,290650,2001/2002/2024/2066/2182/2203/2217
066970,5040,0.0,14.23,0,0.07,50,066970,2001/2002/2015/2043/2160/2181/2203/2216
156100,2343,0.0,17.3,0,0.0,0,156100,2001/2003/2024/2074/2183
073110,13986,6.58,0.75,1603,2.37,250,073110,2001/2004/2015/2043/2160/2181
083310,9277,117.5,1.81,143,0.0,0,083310,2001/2003/2015/2043/2159/2181
297890,4594,9.12,3.09,1557,0.0,0,297890,2001/2004/2024/2070/2182
037950,877,113.06,1.68,13,2.38,35,037950,2001/2004/2015/2043/2160/2183
170920,11611,122.6,1.1,104,0.78,100,170920,2001/2004/2015/2043/2159/2182
058630,2050,20.77,4.11,406,0.0,0,058630,2001/2004/2015/2042/2154/2182
019590,627,8.46,1.79,133,0.0,0,019590,2001/2004/2031/2183
169330,2521,18.52,3.75,511,2.33,220,169330,2001/2004/2012/2183
097520,12571,10.39,4.26,5151,0.93,500,097520,2001/2002/2015/2043/2160/2181/2203/2216
179290,1586,35.9,2.72,120,1.16,50,179290,2001/2004/2024/2074/2183
009780,5130,7.21,0.94,668,1.25,60,009780,2001/2004/2024/2056/2181
123040,4849,14.49,1.65,552,0.94,75,123040,2001/2003/2024/2075/2181
323230,0,0.0,0.0,0,0.0,0,323230,2001/2004/2024/2058/2183
032790,1319,0.0,3.09,0,0.0,0,032790,2001/2004/2015/2043/2158
033160,13992,33.03,0.79,336,0.36,40,033160,2001/2003/2015/2043/2159/2181
347890,2485,28.05,4.53,401,2.49,280,347890,2001/2004/2015/2043/2158/2182
033310,2544,69.5,5.46,200,0.0,0,033310,2001/2003/2024/2068/2183
259630,4076,68.2,3.31,198,0.0,0,259630,2001/2004/2024/2070/2182
115960,16906,18.38,1.47,1355,0.64,160,115960,2001/2003/2024/2065/2181
060850,1578,18.9,8.56,714,0.19,25,060850,2001/2004/2015/2042/2155/2182
007530,3267,8.02,1.1,450,0.0,0,007530,2001/2004/2024/2068/2183
143540,591,0.0,3.89,0,0.0,0,143540,2001/2004/2015/2043/2159/2182
036560,18057,9.97,0.44,799,3.76,300,036560,2001/2004/2024/2070/2181
265560,8466,0.0,2.54,0,0.23,50,265560,2001/2004/2024/2075/2182
036000,9308,0.0,0.32,0,0.0,0,036000,2001/2004/2024/2063/2183
250930,1089,0.0,2.26,0,0.0,0,250930,2001/2004/2024/2065/2182
053280,3715,0.0,3.69,0,1.46,200,053280,2001/2003/2015/2042/2153/2183
122640,3924,0.0,3.81,0,0.0,0,122640,2001/2004/2015/2043/2159/2182
045060,4699,10.41,0.98,444,1.08,50,045060,2001/2004/2024/2065/2181
080520,10005,28.23,0.54,192,1.85,100,080520,2001/2004/2015/2043/2159/2182
039830,9867,26.73,1.0,368,2.03,200,039830,2001/2004/2012/2181
322310,2564,47.75,19.16,1028,0.0,0,322310,2001/2024/2070/2182
046120,2877,150.5,2.25,43,0.0,0,046120,2001/2004/2012/2182
014940,689,37.0,4.14,77,0.0,0,014940,2001/2004/2024/2070/2183
065500,424,0.0,3.44,0,0.0,0,065500,2001/2004/2024/2075/2183
010470,7081,10.6,0.8,532,3.9,220,010470,2001/2004/2012/2181
053980,2131,0.0,3.08,0,0.0,0,053980,2001/2004/2015/2042/2156/2183
052420,2813,17.14,1.44,236,0.0,0,052420,2001/2003/2015/2043/2160/2182
241790,6457,15.92,2.69,1093,1.55,270,241790,2001/2004/2015/2043/2159/2182
039200,1708,0.0,19.3,0,0.0,0,039200,2001/2002/2024/2066/2182/2203/2217
226400,2295,99.25,1.73,40,0.0,0,226400,2001/2004/2024/2074/2184
031510,4219,0.0,0.71,0,0.67,20,031510,2001/2004/2024/2075/2183
048260,5602,0.0,14.55,0,0.0,0,048260,2001/2002/2024/2074/2183/2203/2217
138080,13112,9.52,3.45,4756,0.88,400,138080,2001/2003/2015/2043/2157/2181/2203/2216
080580,1845,1392.0,13.58,18,0.0,0,080580,2001/2003/2015/2043/2159/2182
067170,9288,18.36,1.42,719,0.98,130,067170,2001/2003/2024/2075/2181
173130,1492,0.0,2.83,0,0.0,0,173130,2001/2004/2015/2042/2155/2183
049480,2062,58.03,1.44,51,0.51,15,049480,2001/2004/2015/2042/2156/2183
309930,0,0.0,0.0,0,0.0,0,309930,2001/2004/2031/2183
244460,1214,0.0,12.44,0,0.0,0,244460,2001/2003/2024/2066/2184
226950,3203,0.0,12.36,0,0.0,0,226950,2001/2003/2012/2184
057540,2326,4.61,0.92,463,0.0,0,057540,2001/2004/2024/2074/2181
082210,4750,19.16,1.86,461,0.34,30,082210,2001/2003/2015/2043/2160/2181
109080,6727,14.06,1.21,579,0.61,50,109080,2001/2004/2015/2043/2157/2182
153710,2477,0.0,4.56,0,0.0,0,153710,2001/2004/2024/2066/2184
321820,422,0.0,56.28,0,0.0,0,321820,2001/2024/2063/2184
122990,12099,10.22,1.04,1228,1.99,250,122990,2001/2003/2015/2043/2159/2181/2203/2216
232140,1580,0.0,4.31,0,0.0,0,232140,2001/2003/2015/2043/2159/2181
067900,7405,15.17,2.07,1012,0.0,0,067900,2001/2003/2012/2181
155650,4046,0.0,2.3,0,0.0,0,155650,2001/2004/2015/2043/2160/2181
251370,5222,21.39,3.69,900,0.0,0,251370,2001/2003/2024/2065/2181
066430,940,0.0,3.04,0,0.0,0,066430,2001/2004/2027/2183
193250,1324,0.0,1.62,0,0.0,0,193250,2001/2004/2015/2043/2160/2183
273060,0,0.0,0.0,0,0.0,0,273060,2001/2004/2012/2183
019210,10380,164.6,0.65,41,1.78,120,019210,2001/2004/2024/2068/2181
122870,18508,0.0,2.61,0,0.0,0,122870,2001/2002/2037/2181/2203/2218
332570,1389,31.7,7.74,339,0.0,0,332570,2001/2003/2015/2043/2160/2183
079000,10456,14.55,0.61,437,3.14,200,079000,2001/2004/2024/2065/2183
114630,4911,0.0,1.31,0,1.56,100,114630,2001/2004/2024/2065/2183
032820,339,0.0,3.97,0,0.0,0,032820,2001/2004/2024/2072/2182
041190,899,36.56,5.7,140,0.0,0,041190,2001/2003/2031/2182
115440,7874,30.98,1.11,283,0.57,50,115440,2001/2004/2015/2043/2157/2182
046970,1107,0.0,1.49,0,0.0,0,046970,2001/2004/2027/2182
082850,2078,42.06,2.17,107,0.0,0,082850,2001/2003/2024/2072/2183
215360,12469,32.53,2.09,802,0.46,120,215360,2001/2003/2024/2075/2181
072470,6836,547.0,0.8,10,0.46,25,072470,2001/2004/2024/2075/2183
073560,2645,37.78,0.87,61,1.08,25,073560,2001/2004/2024/2056/2181
153490,1223,13.69,1.11,99,0.0,0,153490,2001/2004/2015/2043/2159/2183
037400,2799,47.75,0.9,53,0.0,0,037400,2001/2004/2024/2072/2183
101170,6428,0.0,0.71,0,0.0,0,101170,2001/2004/2024/2070/2182
066590,2442,592.5,2.67,11,0.0,0,066590,2001/2003/2024/2075/2183
103840,2347,18.62,2.59,326,0.0,0,103840,2001/2004/2024/2056/2183
046940,4666,7.67,1.34,818,0.0,0,046940,2001/2004/2026/2181
215380,2555,223.2,2.45,28,0.0,0,215380,2001/2004/2012/2182
065680,19095,18.27,1.35,1407,1.17,300,065680,2001/2003/2015/2043/2160/2181
018620,1050,0.0,2.46,0,0.0,0,018620,2001/2004/2024/2066/2183
307280,0,0.0,0.0,0,0.0,0,307280,2001/2004/2024/2066/2182
053080,25476,13.36,1.87,3571,0.0,0,053080,2001/2004/2024/2070/2183
032940,6293,1.8,0.74,2577,0.0,0,032940,2001/2004/2027/2183
240810,11543,54.06,4.21,899,0.0,0,240810,2001/2002/2015/2043/2159/2181/2203/2216
074600,8103,200.0,2.44,99,0.0,0,074600,2001/2003/2024/2067/2181
104830,24386,16.3,1.49,2229,0.41,150,104830,2001/2003/2015/2043/2159/2181/2203/2212
014190,2276,29.72,1.41,108,0.0,0,014190,2001/2004/2027/2183
030530,9949,14.21,0.63,444,0.0,0,030530,2001/2003/2031/2181/2203/2216
012620,26821,4.76,0.4,2259,1.4,150,012620,2001/2004/2024/2068/2181
008370,6125,29.19,0.82,173,2.97,150,008370,2001/2004/2024/2065/2183
008290,1119,0.0,2.04,0,0.0,0,008290,2001/2004/2024/2058/2183
101160,5433,19.03,4.13,1180,0.22,50,101160,2001/2003/2015/2043/2159/2181
095270,1239,0.0,2.22,0,0.0,0,095270,2001/2004/2015/2043/2160/2182
065950,2182,0.0,2.19,0,0.0,0,065950,2001/2004/2024/2058/2183
076080,3257,0.0,1.04,0,0.0,0,076080,2001/2004/2026/2183
196700,2837,0.0,0.73,0,0.0,0,196700,2001/2004/2024/2065/2182
069080,10064,25.8,3.51,1369,0.0,0,069080,2001/2002/2015/2042/2154/2181/2203/2218
053580,8017,47.88,8.39,1406,0.3,200,053580,2001/2003/2031/2181
071460,2393,21.95,1.2,131,0.0,0,071460,2001/2004/2024/2072/2183
044340,8541,9.99,2.9,2478,2.02,500,044340,2001/2003/2024/2072/2181/2203/2215
330350,8730,17.47,2.07,1036,1.13,205,330350,2001/2004/2024/2066/2183
348350,12730,14.79,3.45,2969,0.0,0,348350,2001/2003/2024/2074/2182
112040,14108,0.0,2.92,0,1.45,600,112040,2001/2002/2015/2042/2154/2183/2203/2218
065370,2211,25.19,6.06,532,0.37,50,065370,2001/2004/2024/2063/2184
038620,984,677.5,1.38,2,0.0,0,038620,2001/2004/2027/2183
299900,1978,44.94,4.64,204,0.0,0,299900,2001/2003/2037/2182
036090,921,64.2,2.16,31,0.0,0,036090,2001/2004/2024/2070/2183
136540,9299,12.32,1.75,1323,2.15,350,136540,2001/2004/2015/2042/2155/2181
320000,0,0.0,0.0,0,0.0,0,320000,2001/2004/2024/2070/2183
097800,1263,11.63,2.34,254,0.0,0,097800,2001/2004/2015/2043/2159/2182
192390,4905,0.0,0.69,0,0.0,0,192390,2001/2004/2024/2068/2183
313760,7453,21.12,2.03,717,0.53,80,313760,2001/2004/2024/2072/2183
036200,4198,16.42,2.93,749,0.41,50,036200,2001/2003/2015/2043/2159/2181
018000,731,0.0,5.47,0,0.0,0,018000,2001/2003/2024/2070/2183
203450,2360,14.88,1.89,299,1.57,70,203450,2001/2004/2024/2072/2182
011320,5184,37.12,1.58,220,0.15,12,011320,2001/2004/2024/2075/2181
086390,7543,17.31,2.89,1259,1.15,250,086390,2001/2003/2015/2043/2159/2181
241690,2777,29.05,2.5,239,0.0,0,241690,2001/2004/2024/2075/2181
142210,4023,25.22,1.89,301,1.32,100,142210,2001/2004/2027/2183
048430,9349,55.44,1.2,202,0.89,100,048430,2001/2004/2024/2072/2181
206650,1221,0.0,15.32,0,0.0,0,206650,2001/2002/2024/2066/2184
089850,10348,13.4,1.1,851,0.0,0,089850,2001/2004/2015/2042/2155/2182
032620,1965,58.66,3.97,133,0.51,40,032620,2001/2003/2015/2042/2155/2181
264450,8612,18.88,2.39,1089,2.19,450,264450,2001/2004/2015/2043/2157/2181
078070,10715,52.0,2.06,424,0.59,130,078070,2001/2003/2024/2072/2181/2203/2216
024800,7121,3.6,0.47,923,0.45,15,024800,2001/2004/2029/2181
054930,27126,0.0,0.6,0,0.0,0,054930,2001/2004/2012/2183
069330,1284,0.0,0.82,0,0.0,0,069330,2001/2004/2015/2043/2160
049520,7761,9.14,0.47,395,11.08,400,049520,2001/2004/2015/2043/2160/2181
287410,0,0.0,0.0,0,0.0,0,287410,2001/2004/2031
313750,0,0.0,0.0,0,0.0,0,313750,2001/2004/2031
336060,0,0.0,0.0,0,0.0,0,336060,2001/2004/2031
340360,0,0.0,0.0,0,0.0,0,340360,2001/2004/2031
367460,0,0.0,0.0,0,0.0,0,367460,2001/2031
056090,4892,0.0,0.92,0,0.0,0,056090,2001/2004/2024/2074/2184
263770,1957,51.47,2.84,108,0.0,0,263770,2001/2004/2024/2068/2183
340930,1277,23.55,19.55,1060,0.0,0,340930,2001/2024/2070/2182
023410,9929,17.66,0.48,272,3.13,150,023410,2001/2003/2024/2067/2181/2203/2212
056080,1385,0.0,3.12,0,0.0,0,056080,2001/2004/2024/2070/2182
321260,0,0.0,0.0,0,0.0,0,321260,2001/2004/2031
331380,0,0.0,0.0,0,0.0,0,331380,2001/2004/2031
084370,10366,153.2,3.8,257,0.58,230,084370,2001/2002/2015/2043/2159/2181/2203/2216
178780,899,0.0,2.14,0,0.0,0,178780,2001/2004/2015/2043/2160
179900,3900,58.7,4.77,317,0.54,100,179900,2001/2003/2015/2043/2160/2181
263050,4300,0.0,9.72,0,0.0,0,263050,2001/2003/2024/2066/2184/2203/2217
191410,3147,0.0,1.03,0,0.0,0,191410,2001/2004/2015/2043/2160/2183
072770,636,0.0,3.66,0,0.0,0,072770,2001/2004/2015/2042/2155/2183
039020,6634,18.33,0.51,186,2.05,70,039020,2001/2004/2024/2062/2181
060230,769,0.0,1.88,0,0.0,0,060230,2001/2004/2015/2043/2160/2183
067920,4392,28.72,1.38,211,2.31,140,067920,2001/2004/2015/2042/2155/2182
044960,2811,75.7,2.69,100,0.26,20,044960,2001/2004/2027/2183
302430,5433,38.84,3.43,480,2.14,400,302430,2001/2004/2024/2070/2182
073490,13479,21.84,3.55,2190,0.52,250,073490,2001/2003/2015/2043/2157/2181
086250,0,0.0,0.0,0,0.0,0,086250,2001/2004/2024/2070
215790,1476,0.0,1.48,0,0.0,0,215790,2001/2004/2015/2043/2157/2183
246960,2990,0.0,4.52,0,0.0,0,246960,2001/2004/2024/2066/2184
088390,12820,0.0,0.91,0,0.0,0,088390,2001/2004/2024/2075/2183
272290,18500,13.19,2.61,3655,0.0,0,272290,2001/2003/2015/2043/2160/2181/2203/2216
053350,5856,0.0,0.84,0,0.41,20,053350,2001/2004/2015/2042/2155/2183
258610,3422,0.0,2.61,0,0.0,0,258610,2001/2004/2024/2068/2182
215090,778,0.0,0.9,0,0.0,0,215090,2001/2004/2024/2074/2183
041520,16821,0.0,0.64,0,0.93,100,041520,2001/2004/2015/2043/2160/2183
264850,895,47.72,2.56,48,1.75,40,264850,2001/2004/2024/2072/2183
054210,7484,14.47,1.1,571,1.21,100,054210,2001/2004/2015/2043/2160/2183
164060,2456,27.92,5.74,505,0.0,0,164060,2001/2004/2024/2074/2182
065440,1263,82.0,1.3,20,0.0,0,065440,2001/2004/2015/2042/2155/2182
115610,1528,0.0,1.33,0,0.0,0,115610,2001/2004/2015/2043/2159/2182
349720,0,0.0,0.0,0,0.0,0,349720,2001/2004/2031
323210,0,0.0,0.0,0,0.0,0,323210,2001/2004/2031
078020,9264,6.18,0.76,1132,4.93,345,078020,2001/2003/2031/2181/2203
080010,10650,7.15,0.71,1061,1.32,100,080010,2001/2004/2015/2042/2153/2183
086890,2073,0.0,4.87,0,0.0,0,086890,2001/2003/2024/2066/2184
047560,3826,0.0,2.36,0,0.0,0,047560,2001/2004/2015/2042/2154/2182
067010,3645,21.33,1.8,308,1.52,100,067010,2001/2004/2015/2043/2158/2182
052190,766,0.0,0.39,0,0.0,0,052190,2001/2004/2037
226360,1374,0.0,1.63,0,0.0,0,226360,2001/2004/2026/2182
101360,1572,31.05,20.67,1047,0.0,0,101360,2001/2003/2024/2065/2182
102710,18688,13.0,2.28,3285,0.35,150,102710,2001/2003/2024/2065/2181/2203/2212
